id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6307588,Apartment Mallorca nahe Es Trenc,21634665,Finca Libertad,,Campos,39.405610478134584,3.0326277902995615,Entire home/apt,100,5,0,,,6,353
5257642,"Kleine Apartmentanlage nähe ""es Trenc"" Strand",27213617,Frank,,Campos,39.38149399739624,2.9385564995128286,Entire home/apt,65,3,0,,,3,298
4406640,"House in Ses Covetes, Es Trenc. Mallorca",22874275,Miquel Àngel,,Campos,39.35812990190502,2.9736582292115252,Entire home/apt,130,6,6,2016-10-27,0.26,1,269
16697909,Charming Villa with Pool near Great Es Trenc Beach,89068267,Diego,,Campos,39.40432624470105,2.9574677507339304,Entire home/apt,110,5,0,,,3,191
4340928,Casa Paraiso - Sa Rapita - Es Trenc,4897845,Villas Mallorca Team,,Campos,39.381455602624115,2.937960498496137,Entire home/apt,205,3,0,,,16,323
6175854,"""Can Joan"" - Wifi - Pool - AirCon.",26015333,Francesc,,Campos,39.39601344559379,2.9709308565439243,Entire home/apt,125,4,7,2016-10-17,0.33,24,213
2766904,"Sea View, The best beach Es Trenc",5218341,Margarita,,Campos,39.3630650529746,2.946151155478842,Entire home/apt,100,4,26,2017-03-01,0.76,2,301
5454567,Apartamento de Playa,28289489,Mª Antonia,,Campos,39.363426308770116,2.9477706858648727,Entire home/apt,60,4,25,2016-10-18,1.15,1,117
17021667,Can Poca Roba,3625030,Angela,,Campos,39.41994807916655,2.970732774201423,Entire home/apt,180,7,0,,,752,74
9983869,ES ROMANI. Espectacular casa cerca de Es Trenc,4985887,Mallorca House Rent,,Campos,39.420058851346354,3.072087378841574,Entire home/apt,295,7,0,,,23,248
5388012,"Casa Blan-Blau, modernes Ferienhaus in Sa Rapita",1370434,Rainer,,Campos,39.362893474954745,2.9487611190680765,Entire home/apt,135,7,2,2016-09-05,0.11,7,278
3225230,"Ca'n Olivaret,preciosa casa,piscina",5427067,Toni,,Campos,39.414792664287305,3.058077397803823,Entire home/apt,86,6,0,,,26,336
4569417,Na Pont - 0426,3625030,Angela,,Campos,39.40863542844424,3.0566234004471493,Entire home/apt,350,7,2,2016-05-07,0.10,752,201
5595803,Finca Can Formatge,15594627,Caterina,,Campos,39.410851892147384,2.9816990624174586,Entire home/apt,134,7,0,,,21,131
472110,Nice house with swimmingpool,2262600,Maria,,Campos,39.41123779582006,3.0603631304528944,Entire home/apt,68,6,2,2016-08-15,0.06,3,358
16169165,Favorita - sea view chalet in Sa Rapita,3625030,Angela,,Campos,39.36368640090004,2.9462061239401236,Entire home/apt,196,7,0,,,752,0
15118360,RUSTIC HOUSE IN CAMPOS TO MALLORCA,17007187,Antonia,,Campos,39.3769090624188,2.998912886058476,Entire home/apt,59,2,1,2016-12-04,0.29,20,304
4272132,VILLA WITH  POOL NEAR ES TRENC,5850078,Pablo,,Campos,39.4156076298867,2.957118763056183,Entire home/apt,250,2,8,2016-11-15,0.30,1,289
13610880,Marvelous house for 7 pers. at 600m from the see,34131884,Schoontje,,Campos,39.36712427596291,2.9446741737350366,Entire home/apt,195,5,1,2016-08-20,0.14,3,88
12660230,FINCA SA COVA / Views and Pool,39900476,Uno+Tres,,Campos,39.365961043665784,3.028300719268018,Entire home/apt,250,7,0,,,31,73
12594653,Traum Finca nahe Strand,9698181,Andre,,Campos,39.41867056753432,3.022078066784962,Entire home/apt,200,1,0,,,3,309
10595752,House1 near sea with pool,11791714,Nicolas,,Campos,39.38211320448647,2.952729714887189,Entire home/apt,59,2,10,2016-11-01,0.90,2,301
13219127,DOUBLE ROOM+BREAKFAST near ES TRENC,3278936,Nica,,Campos,39.381974945397154,2.976822839087439,Private room,52,2,8,2016-10-01,0.91,1,356
6282789,feel local!,313198,Ursula Christine,,Campos,39.4325355986135,3.0213603675701877,Entire home/apt,95,4,3,2016-11-10,0.15,1,332
5026605,Casa Ultramarino direkt am Es Trenc,1370434,Rainer,,Campos,39.36250021914462,2.9515567550179322,Entire home/apt,110,4,0,,,7,265
14365443,ESCAR,3625030,Angela,,Campos,39.3639862400371,2.951319439757071,Entire home/apt,122,7,1,2016-10-19,0.20,752,148
11596553,ruhig gelegene kleine Finca,3209220,Luxus Feriendomizile,,Campos,39.43186771896699,3.062303117402705,Entire home/apt,210,5,1,2016-07-30,0.13,2,180
995932,"C'an Toni,wi-fi, pool, Es Trenc!",5427067,Toni,,Campos,39.40830508378124,3.070264588073495,Entire home/apt,120,6,1,2015-04-22,0.04,26,282
1422745,Mallorca Sa Rapita Es Trenc,7626520,Sebastiana,,Campos,39.36449764006794,2.937917150304376,Entire home/apt,70,7,5,2016-08-17,0.12,2,290
1373074,Marina Ses Covetes,6755413,Miquela,,Campos,39.36131899645028,2.9768572705591385,Entire home/apt,60,7,7,2016-09-05,0.17,1,156
6631880,Wohnung in Ses Covetes Strandnah,16799494,Chloe,,Campos,39.35625720789651,2.9699837499391295,Entire home/apt,120,3,1,2015-06-18,0.05,5,350
15184281,Chalet Sa Barrala,68785868,Granviobra,,Campos,39.3762639821983,2.9865877456576437,Entire home/apt,130,6,1,2017-01-05,0.43,3,254
4352939,Studio auf dem Land mit Weitblick,22597644,Andreas,,Campos,39.396228872318964,3.028046086835876,Entire home/apt,35,5,11,2016-09-08,0.47,2,231
14561601,BALENA,3625030,Angela,,Campos,39.365128480469515,2.934500097610199,Entire home/apt,122,7,0,,,752,103
4829459,Finca Libertad Mallorca ,21634665,Finca Libertad,,Campos,39.40551641702595,3.0341660558751005,Entire home/apt,250,1,0,,,6,364
14148034,"Sa Barraleta,wifi,very near beach Es Trenc!",34964635,Maria,,Campos,39.37402292281895,3.004097356576002,Entire home/apt,100,3,4,2016-10-04,0.54,13,365
8434508,MOSAIC - 1035,3625030,Angela,,Campos,39.36703829452864,2.943854527239377,Entire home/apt,77,7,0,,,752,122
14232683,DURI,43337979,Top Villas Mallorca,,Campos,39.36555778690545,2.949959477345594,Entire home/apt,160,7,0,,,224,237
12821180,Ca Na Brila,38313301,Anabel,,Campos,39.40177126682186,3.0289318949031707,Entire home/apt,120,5,1,2016-07-30,0.13,5,333
6565567,Casa de campo junto a Es Trenc,34249948,Juan M.,,Campos,39.33930594793975,3.0089570726396593,Entire home/apt,70,6,18,2016-10-28,0.88,2,343
9055890,Mar en el salón,47245014,Coloma,,Campos,39.363638520669156,2.945689718283303,Entire home/apt,90,4,4,2016-09-25,0.46,1,287
12266477,Apartment in front of the sea,9378824,Ines,,Campos,39.36306344647832,2.9467585640550897,Entire home/apt,66,2,20,2016-10-29,1.89,1,74
14002772,Preciosa finca rústica con piscina,64013414,Alenka,,Campos,39.3782612989835,3.0177236319463114,Entire home/apt,240,5,3,2016-08-23,0.41,5,132
16853345,Tanca de ses figueres,3625030,Angela,,Campos,39.44627676543021,3.069420176383749,Entire home/apt,403,7,0,,,752,128
13051357,Majorcan style farm in the area of Campos SMV,5412743,Elena,,Campos,39.417972782671704,3.06026868957501,Entire home/apt,200,7,0,,,8,147
13150407,A un minuto del mar,69464423,Patricia,,Campos,39.365658504843665,2.9343935934625347,Private room,38,1,9,2016-09-04,1.06,2,363
14493896,M4V2630 Villa bei Campos mit Pool; max. 12 Pers.,44724482,Mathias,,Campos,39.442924935018645,3.040016813089751,Entire home/apt,485,4,0,,,79,309
1878190,Design house 2 km to the beach,6871428,Luz,,Campos,39.37274381544405,2.9448403372645418,Entire home/apt,135,7,12,2016-10-22,0.33,6,226
10135707,Bonito Chalet en Sa Ràpita,52016210,Maria Antonia,,Campos,39.369422628332,2.9404719174977547,Entire home/apt,100,4,8,2016-10-10,0.70,1,86
16511478,Apartamento a estrenar en Sa Rapita,107170150,Guillermo,,Campos,39.36436511462503,2.945050377941268,Entire home/apt,90,7,0,,,1,281
14134111,CARPA,3625030,Angela,,Campos,39.36720238902706,2.940294308927588,Entire home/apt,77,7,2,2016-10-01,0.33,752,80
11216871,Casal con piscina cerca de ES TRENC,6375726,Alona,,Campos,39.41191300383927,3.0363748091270333,Entire home/apt,250,4,4,2016-08-30,0.48,2,170
6302115,Suite Finca Mallorca Es Trenc ,21634665,Finca Libertad,,Campos,39.40593829536367,3.032158768916412,Entire home/apt,70,5,0,,,6,351
14362309,Spring on Mallorca in chalet close to sea-side!!!,35093407,Bella Lobo,,Campos,39.368344822858056,2.942229306191923,Entire home/apt,99,1,0,,,5,180
5547589,Apartment  / Ferienwohnung  Mallorca Es Trenc,21634665,Finca Libertad,,Campos,39.37411883942154,2.975192436994484,Entire home/apt,85,5,2,2016-08-24,0.29,6,365
12527143,Doble Room in a quiete country side,1712213,Suvarna,,Campos,39.389585897327265,2.989134888602829,Private room,20,3,4,2016-08-21,0.45,4,274
16459247,Can Crestall,5427067,Toni,,Campos,39.39241441476815,3.0785988262111,Entire home/apt,167,7,0,,,26,243
1579934,Family home at 800 mt to the beac,6871428,Luz,,Campos,39.364228945633414,2.94810082232434,Entire home/apt,73,7,4,2015-09-19,0.12,6,292
6530019,Es Moli a 4 bedroom house with pool,32944859,Yvonne,,Campos,39.40423865125253,3.014831078209827,Entire home/apt,150,4,3,2016-07-31,0.16,3,348
16065505,Sa  Rapita,91634063,Angi,,Campos,39.36478148987243,2.9426079875525426,Entire home/apt,60,3,0,,,5,365
5645223,Villa Son Perot,15594627,Caterina,,Campos,39.38290909566362,2.9771944125061784,Entire home/apt,216,7,0,,,21,87
12985204,Casa Capilla -Finca las Tortugas,71511300,Silvia,,Campos,39.42568620669949,2.9865872744717312,Entire home/apt,117,7,2,2016-09-28,0.25,2,298
2925320,"Finca María,wifi,pool,Es Trenc!",5427067,Toni,,Campos,39.408680068345596,3.03974296932844,Entire home/apt,86,5,3,2015-09-09,0.09,26,345
12440288,"Casita David, pool, wifi, tv. sat.",26015333,Francesc,,Campos,39.44730616652355,2.9994416172341443,Entire home/apt,95,4,1,2016-09-23,0.17,24,293
13214848,Charming house next to the beach in Majorca,73517095,Sergi Y Ela,,Campos,39.36528556966637,2.934146203887063,Entire home/apt,125,5,1,2016-07-25,0.13,1,334
3318900,Villa d'alt Sa Rapita,9373672,Miguel,,Campos,39.37423985549841,2.944935542606697,Entire home/apt,100,5,1,2016-08-05,0.13,8,308
13870147,Relaxing Private Villa close to Es Trenc Beach,82025650,Wiley,,Campos,39.413823641194675,2.9597226356096664,Entire home/apt,139,7,1,2016-09-24,0.17,1,261
8954949,Relax junto al paraiso,46803286,Marga,,Campos,39.36877621198605,2.9403342998404223,Entire home/apt,75,4,4,2016-11-30,0.47,1,73
14327924,Zimmer mit wunderbarer Aussicht,22526670,Susanne,,Campos,39.39310690783955,3.0831621675469703,Private room,50,2,7,2016-11-01,1.09,2,293
1025347,"Ca's Forner,wifi,pool,2 km Es Trenc",5427067,Toni,,Campos,39.37042425899379,2.9701585454967288,Entire home/apt,100,6,9,2016-10-01,0.20,26,298
2893087,Unique House with a special charm,14786817,Carme,,Campos,39.36247918388819,2.9452527709087275,Entire home/apt,65,3,23,2016-11-05,0.73,1,283
2851386,Charming villa with swimming pool,14503400,Patricia Y Manolo,,Campos,39.374128164948424,2.9396321644330126,Entire home/apt,225,4,2,2015-08-30,0.10,1,181
17079977,Beautiful holiday home for 8 people,114599917,Michael,,Campos,39.37219804774723,2.947426022336021,Entire home/apt,140,3,0,,,1,228
1351049,Modern Villa with pool EVT,5412743,Elena,,Campos,39.39623499024436,2.950064383500762,Entire home/apt,380,7,1,2016-08-06,0.14,8,283
15900003,"Pool-Finca Olivia, Es Trenc Strand",2986841,Angi,,Campos,39.44322543699768,3.0765404577954074,Entire home/apt,349,7,0,,,9,317
15899793,Pool-Cottage Emilia,2986841,Angi,,Campos,39.449394467871635,3.064993926684416,Entire home/apt,349,7,0,,,9,261
13409266,Sa Pedrera,5427067,Toni,,Campos,39.39595923354852,3.0729824589084074,Entire home/apt,130,5,0,,,26,325
1000614,Villa with sea view & private pool,5501467,Fredrik,,Campos,39.36504929254038,2.944567160091998,Entire home/apt,171,5,5,2016-09-24,0.15,1,270
10919523,Son Vidal - Dapper villa with private pool,3625030,Angela,,Campos,39.41080187395851,3.073794901032093,Entire home/apt,269,7,0,,,752,172
1415798,Mallorca Es Trenc Sa Rapita,7626520,Sebastiana,,Campos,39.36698122389611,2.939143011660099,Entire home/apt,80,7,11,2016-09-14,0.26,2,290
4594236,"Apartamento Sant Blai, Campos",23814212,Olalla,,Campos,39.404975321560194,3.033426150110392,Entire home/apt,50,3,15,2016-10-25,0.66,1,319
9018625,Gran casa familiar con piscina en Sa Ràpita,14215653,Toni,,Campos,39.372396754881386,2.969070521539615,Entire home/apt,268,5,0,,,44,260
11672094,Casa en Ses Covetes (Mallorca),61973773,Josep,,Campos,39.375861900494414,2.9913630991370863,Entire home/apt,100,7,0,,,1,362
1218731,Country house 10' from the beach,6649803,Rafel,,Campos,39.41645618908506,3.0498590918922663,Entire home/apt,80,7,9,2016-09-16,0.21,1,205
9831395,"Colonia Sant Jordi, playa, Es Trenc",50633575,Catalina,,Campos,39.34611709566203,3.006379347093779,Entire home/apt,70,4,16,2016-10-29,1.42,1,175
11540300,CATLAR 4 - 0685,3625030,Angela,,Campos,39.399560263842005,2.9682479991271067,Entire home/apt,68,6,1,2016-08-31,0.15,752,215
11655481,Castillo ESPECIAL Über den Dächern von EL PARAISO,983151,Sabine,,Campos,39.380513825012876,2.938025383905335,Entire home/apt,110,1,0,,,2,351
6526565,apartamento a 5 km from the beach,34131884,Schoontje,,Campos,39.413330192552614,2.9956364305228407,Private room,50,7,11,2016-10-16,0.50,3,364
13571668,"Finca Sa Calma, a place to relax en rest!!!",78086116,Gijs,,Campos,39.44038640598294,3.0687270218625264,Private room,60,1,4,2016-08-22,0.51,3,249
8723775,chalet con piscina de agua salada,45700538,Oliver,,Campos,39.36630992888317,2.9452804799003482,Entire home/apt,110,6,5,2017-03-08,0.54,1,188
8590864,"Fantastica Villa con piscina,amplios jardines.Wifi",20575353,Jose Manuel,,Campos,39.36451342517175,2.9795537724302057,Entire home/apt,80,6,2,2016-08-24,0.26,2,88
11539813,CATLAR 2 - 0683,3625030,Angela,,Campos,39.399641441423775,2.9666543888934656,Entire home/apt,74,6,0,,,752,266
8492347,Mero,3625030,Angela,,Campos,39.36359941931377,2.945926386064813,Entire home/apt,88,7,1,2016-09-15,0.16,752,193
8728119,"""Can Coll"" - Pool - Wifi - Air.Con",26015333,Francesc,,Campos,39.397149238142994,2.9706860723594124,Entire home/apt,110,4,0,,,24,305
1644482,Bungalow at 100 m to the beach,6871428,Luz,,Campos,39.36355750309787,2.951877150125387,Entire home/apt,95,7,4,2016-09-29,0.22,6,299
15274856,M4V2960 Villa mit Pool bei Campos; max. 3 Personen,44724482,Mathias,,Campos,39.41546357670168,2.99075899439382,Entire home/apt,275,5,0,,,79,312
11539276,CATLAR 1,3625030,Angela,,Campos,39.40099527880034,2.966813600732103,Entire home/apt,68,6,0,,,752,147
6689454,Raum Turquesa,34849625,Herman,,Campos,39.37392515037544,3.0112399348227576,Private room,32,3,16,2016-09-29,0.79,4,365
1479154,Acogedora casa muy cerca del mar,7914922,Susi,,Campos,39.36683956308593,2.936453850643746,Entire home/apt,100,4,32,2016-07-30,0.75,1,305
530516,Cottage for groups near  Es Trenc,2262600,Maria,,Campos,39.403778096721204,3.0183312228934045,Entire home/apt,200,7,0,,,3,292
2294626,Indipendent cottage 7 pool Es Trenc area,1250039,Ugo,,Campos,39.398978779523894,2.969493447984828,Entire home/apt,70,4,0,,,7,357
15143249,Charming Villa with Pool near Great Es Trenc Beach,89068267,Diego,,Campos,39.367603449753425,2.9696670370847715,Entire home/apt,86,3,0,,,3,235
16879942,Es Trenc Mallorca... or any other place!,102748562,Lionel,,Campos,39.35298546299258,2.9785906069986012,Entire home/apt,140,3,0,,,7,273
13111241,"Can Roca, un remanso de paz",38313301,Anabel,,Campos,39.40289923281396,3.024125962583868,Entire home/apt,190,6,1,2016-08-05,0.13,5,331
2330534, Casa en Mallorca sa Ràpita ,11902975,Delva,,Campos,39.36868557444942,2.9383569218690684,Entire home/apt,90,7,17,2016-11-06,0.53,1,280
16978365,Namaste Son Covas. Du wirst es lieben.,113620169,Conny & Ralf,,Campos,39.353097724385435,3.034565637055054,Entire home/apt,120,2,0,,,2,307
5574683,Holiday house with pool,16799494,Chloe,,Campos,39.44055339312292,3.000727993963547,Entire home/apt,116,3,1,2015-09-11,0.05,5,279
6688765,Raum Mar,34849625,Herman,,Campos,39.371911379540485,3.012404459004379,Private room,42,2,30,2016-10-17,1.44,4,357
13504526,Mallorcean Apartment Hideaway Bedroom 1,45122352,Ellis,,Campos,39.43473691550051,3.015667289352395,Private room,35,1,3,2016-08-16,0.36,2,365
4590854,Große Wohnung auf einer Finca,22597644,Andreas,,Campos,39.396376253362625,3.0300022384511114,Entire home/apt,69,5,2,2016-09-10,0.11,2,302
724202,Casa en Mallorca cerca Es Trenc,3743873,Sebastià / Ventura,,Campos,39.403258265558996,3.0348889061404667,Entire home/apt,40,3,41,2016-10-16,0.88,1,298
986300,"Family house in Sa Rapita, Campos near beach Trenc",5412348,Rosa,,Campos,39.36350312645444,2.9471732754252264,Entire home/apt,105,3,6,2016-09-15,0.14,1,217
5410536,Finca Angoixes,7212250,James,,Campos,39.39407244027173,3.0908814131800337,Entire home/apt,145,7,2,2016-09-10,0.22,40,88
8261298,Finca Sant Blai Nou,43495487,Xisco,,Campos,39.408878709483865,3.0313492379251303,Entire home/apt,100,5,3,2016-09-22,0.32,1,230
1214776,"Sa Costa,wifi,private pool,Es Trenc",5427067,Toni,,Campos,39.446530266746095,3.063325772623572,Entire home/apt,65,6,0,,,26,312
13764832,"Casa de Piedra, Finca Las Tortugas",71511300,Silvia,,Campos,39.424703162552944,2.9887210883985356,Entire home/apt,90,7,3,2016-09-27,0.37,2,336
8980698,Casa Luna,14215653,Toni,,Campos,39.37928552552767,2.973361814193354,Entire home/apt,167,5,0,,,44,241
12553535,Ruhiges Stadthaus 350 m. vom Meer,9698181,Andre,,Campos,39.36547004831428,2.941191742861798,Entire home/apt,85,1,2,2016-10-16,0.31,3,266
526114,Cabaña mallorquina plena naturaleza,2550296,Marga,,Campos,39.41758224279427,3.033077738093028,Entire home/apt,90,4,20,2016-08-07,0.35,1,73
756673,Rustica in Ses Covetes & Sa Rapita,3983303,Juana,,Campos,39.37101224426034,2.9668987222167233,Entire home/apt,300,7,0,,,1,365
11897755,Mirabella - modern chalet in Sa Rapita with pool,3625030,Angela,,Campos,39.3734863437705,2.9395623758018066,Entire home/apt,179,7,0,,,752,201
13667146,Authentic romantic Majorca-countryhouse with pool,34131884,Schoontje,,Campos,39.3891221369248,3.002520719623233,Entire home/apt,195,7,0,,,3,363
11897386,Sa Pinassa - Exclusive villa with private pool,3625030,Angela,,Campos,39.409999558899244,3.0740402947571646,Entire home/apt,216,7,0,,,752,184
10127908,Típica casa Mallorquina en el campo,34964635,Maria,,Campos,39.425731252699244,2.9742480839534524,Entire home/apt,94,5,1,2016-10-05,0.19,13,365
1477089,"C'an Guillem, wifi,pool, Es Trenc!",5427067,Toni,,Campos,39.44038866892532,3.068611304220618,Entire home/apt,85,5,0,,,26,338
4884199,Tanca den Pera - 0495,3625030,Angela,,Campos,39.40930897389682,3.0172694201788586,Entire home/apt,122,7,0,,,752,45
14124650,Sant Blai,9914537,Tomas,,Campos,39.39017246566163,3.0397545435644786,Entire home/apt,180,5,0,,,33,334
1149596,Ca Na Flora,5433086,María,,Campos,39.439859696720895,3.016410721843717,Entire home/apt,130,7,0,,,87,49
6522304,Finca Sa Torreta - Piscina&Relax,10119226,Toni,,Campos,39.447582678338904,2.983301873758853,Entire home/apt,120,5,14,2016-09-29,0.69,6,268
16188866,Casa en el corazon de Es Trenc,88145936,María De Los Ángeles,,Campos,39.34797066914251,3.008390858428566,Entire home/apt,120,3,0,,,6,346
4392112,"Son Coves, Charming house near Es Trenc",22800389,Jaime,,Campos,39.37199325914051,3.0036299465474925,Entire home/apt,108,3,19,2016-10-25,0.80,1,304
13108933,Apartamento en Sa Rapita con vista a la playa,72823486,Joan,,Campos,39.36239769202282,2.951776231605326,Entire home/apt,70,7,0,,,1,331
2294105,Indipendent cottage 6 pool Es Trenc area,1250039,Ugo,,Campos,39.40008328168151,2.9686384189452495,Entire home/apt,70,4,1,2015-07-21,0.05,7,364
14287764,ROOM IN A MALLORCAN FINCA 500 METER FROM SEA,86871717,Maria,,Campos,39.37462049843785,2.94000455174502,Private room,65,2,5,2016-09-21,0.68,1,364
12125073,Room in a quiet country side space,1712213,Suvarna,,Campos,39.390168027954985,2.9885094686446743,Private room,20,3,7,2016-08-19,0.66,4,284
13009664,Casita moderna a 2 km del mar,64013414,Alenka,,Campos,39.37225576930599,2.9448614581122663,Entire home/apt,120,5,3,2016-10-23,0.38,5,186
6161145,Finca Can Cariño,31962804,Stephan Und Sonja,,Campos,39.4486755809822,2.978451588550232,Entire home/apt,150,7,1,2015-08-20,0.05,1,239
2294467,Indipendent cottage 3 pool Es Trenc area,1250039,Ugo,,Campos,39.39914264573554,2.968637467501987,Entire home/apt,70,4,2,2016-07-17,0.11,7,341
4161556,Casa Rustica cerca des Trenc,21597057,Jaime Y Magdalena,,Campos,39.37278093966192,2.981590662038255,Entire home/apt,130,5,15,2016-10-10,0.68,1,11
13582502,Apartamento IV - Finca S Angel - Es Trenc,10119226,Toni,,Campos,39.411760387875745,2.990343039936053,Entire home/apt,100,4,4,2016-10-20,0.46,6,312
2293956,Indipendent cottage 5 pool Es trenc area,1250039,Ugo,,Campos,39.39970162796104,2.9691880018126238,Entire home/apt,80,4,1,2015-09-15,0.05,7,359
5865554,Finca en Campos  cerca des trenc.,15594627,Caterina,,Campos,39.39392968801749,3.0694028623656107,Entire home/apt,173,7,0,,,21,101
17006629,Tolle Familien-Finca mit Pool für bis zu 10 Pers.!,109641437,Magic,,Campos,39.389487517408654,3.0714057925067944,Entire home/apt,134,7,0,,,8,346
6684675,Raum Loft,34849625,Herman,,Campos,39.37363836804072,3.011068504122745,Private room,72,3,9,2016-09-28,0.44,4,328
15260545,M4V2940 Villa mit Pool bei Campos; max. 4 Personen,44724482,Mathias,,Campos,39.441741806952294,3.0414751066670616,Entire home/apt,325,5,0,,,79,73
13648074,Comfortable casa cerca del mar,79226125,Carlos,,Campos,39.36514189999881,2.9361358801648727,Entire home/apt,132,1,0,,,16,214
14369787,Hermosa casa con piscina privada,66579249,Maria Antonia,,Campos,39.39774890430922,3.0744223443483585,Entire home/apt,150,5,0,,,1,238
999380,"Sa Vinya,private pool,wifi,Es Trenc",5427067,Toni,,Campos,39.41259770581724,3.063835948765647,Entire home/apt,130,6,0,,,26,288
16006980,Zimmer am Es Trenc Karibik-Traumstrand,42982389,Peter Josef Hermann,,Campos,39.37140543208817,2.9886218028693223,Private room,78,3,0,,,5,364
12543519,Blue room,67615947,Francisca,,Felanitx,39.48092408728098,3.1287937846888125,Private room,80,2,1,2016-09-21,0.17,4,281
17020465,CAN MAS - Villa for 4 people in Felantix.,80839530,Franz,,Felanitx,39.461317845654,3.1937333519036515,Entire home/apt,142,7,0,,,107,134
5198125,Atico en Portocolom ,26890630,Maria Antonia,,Felanitx,39.41358656163683,3.2612829961607734,Entire home/apt,50,3,24,2017-01-29,1.08,1,252
2450287,Sa Soll - gite -,12526496,Jordi & Margalida,,Felanitx,39.44307909559849,3.122609483707588,Entire home/apt,55,3,27,2016-11-09,0.89,3,312
2270034,Apartamentos Can Marsalet,5649349,Antonio,,Felanitx,39.40981112664005,3.2570155981544633,Entire home/apt,42,3,32,2016-10-19,0.91,2,326
17659983,Artist home in Porto Colom,120186302,Lluis,,Felanitx,39.421553116841466,3.2596167761975496,Entire home/apt,69,3,0,,,1,196
1358126,Rustic beach house in lush garden,111141,Isabella,,Felanitx,39.38270373088752,3.2450432390041426,Entire home/apt,80,3,54,2017-01-07,1.25,1,295
5449610,Es Rafal Nostro - 0504,3625030,Angela,,Felanitx,39.520059089901224,3.120734481188864,Entire home/apt,123,6,0,,,752,36
5743707,Apartment,29791324,Concepcio,,Felanitx,39.47023037728805,3.1509600139950207,Entire home/apt,50,2,64,2017-03-12,3.12,2,190
711352,Casa Ibicenca playa.,3660946,Francisco,,Felanitx,39.38123188787992,3.2448137769972214,Entire home/apt,85,3,16,2016-09-30,0.79,2,270
9482080,B&B Can Descans / Sirius,43585517,Andreas,,Felanitx,39.416438727604536,3.1392926229925138,Private room,145,3,0,,,4,285
11058947,Gästezimmer im Südosten der Insel,11835784,Thomas,,Felanitx,39.41780040259916,3.25744072880308,Private room,35,5,3,2017-02-26,0.65,1,355
3977810,Room in 200 year old Finca!,20517694,Sandra,,Felanitx,39.47421646559259,3.1639246854181606,Private room,40,3,28,2016-09-20,0.92,1,303
1550760,Litle House in the countryside,8259770,Maria Montserrat,,Felanitx,39.41376652663976,3.1201143860198965,Entire home/apt,55,2,71,2016-10-28,1.66,1,269
17392017,Schönes Apartment in Cas Concos,117576784,Melanie,,Felanitx,39.4182513237371,3.1381829425275414,Entire home/apt,55,2,0,,,2,321
8141651,Hotel Can Mel Cas Concos,42989123,Guido,,Felanitx,39.417826665425565,3.1371501437559073,Private room,95,1,3,2016-08-18,0.16,1,362
11614229,TUMBAGA - 1307,3625030,Angela,,Felanitx,39.414388756731945,3.1442332634589345,Entire home/apt,87,7,0,,,752,195
13779060,Romantic stay at the beach of Cala Marcal,7131721,Irina,,Felanitx,39.40812084084708,3.258569108108909,Entire home/apt,100,3,9,2017-02-23,1.13,1,314
5257468,Finca El Puig,4296303,Miguel,,Felanitx,39.46636053519514,3.1316216308605074,Entire home/apt,119,7,6,2016-10-24,0.32,53,91
3182249,Gothic remodeled loft,16134964,Antonina,,Felanitx,39.46914778463385,3.1483578484321577,Entire home/apt,100,3,25,2016-09-09,0.75,1,363
8271540,Idyllische Finca mit Pool !,43606114,Uli,,Felanitx,39.47740699908233,3.0837429746411744,Entire home/apt,120,7,4,2016-08-31,0.41,2,264
334458,Charming house by the sea -Wifi,78872,Claire,,Felanitx,39.429740632910544,3.2678322504935213,Entire home/apt,100,4,43,2016-09-23,0.72,1,256
7914789,Barco de madera para 3/4 personas,39135469,Natalia,,Felanitx,39.42560083677655,3.264266527492622,Entire home/apt,80,3,17,2016-09-17,0.90,1,57
7671122,APARTMENT PANORAMIC SEA VIEW CL2,39667740,Guillermo,,Felanitx,39.3802215477148,3.244722946546541,Entire home/apt,80,3,5,2016-10-26,0.59,6,307
12543708,White room,67615947,Francisca,,Felanitx,39.481701872839594,3.1296827154455067,Private room,80,2,4,2016-10-30,0.50,4,266
17578245,CAN JAUMET 1 - Apartment for 5 people in Portocolom.,80839530,Franz,,Felanitx,39.421978530408914,3.262012845180506,Entire home/apt,167,7,0,,,107,234
927458,CASA PAQUITA S'HORTA WIFFI GRATIS  ,4989410,Paquita,,Felanitx,39.406951917931764,3.2078497451495545,Entire home/apt,115,7,0,,,1,286
14493168,Can Trobat - Elegant house with private pool,3625030,Angela,,Felanitx,39.410603541296716,3.211592411708693,Entire home/apt,183,7,2,2016-08-26,0.29,752,179
16712127,Son Quelles - Majorcan possession with pool,3625030,Angela,,Felanitx,39.46344658650956,3.1567062241066344,Entire home/apt,436,7,0,,,752,282
1122609,Cas Patro,5433086,María,,Felanitx,39.40686484834202,3.186759089465372,Entire home/apt,145,7,0,,,87,134
1775517,Los Abellanes,5433086,María,,Felanitx,39.41834742381538,3.2492756230163296,Entire home/apt,205,7,3,2015-05-29,0.09,87,236
3098104,Villa Mesquida,5433086,María,,Felanitx,39.41667244715295,3.265136434135777,Entire home/apt,220,7,0,,,87,134
